X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS,SAT_ONS,SAT_OFFS,SUN_ONS,SUN_OFFS
-8402846.45429196,4872101.1386494,22,2041874W,Bus,Infodev,204,Westbound,1874,Paoli Regional Rail Station,40.042369,-75.484054,Fall 2018,88,0,40,0,35,0
-8378773.05781047,4860665.75891986,23,10418641W,Bus,Infodev,104,Westbound,18641,West Chester Pk & Golf Rd,39.96368,-75.267799,Fall 2018,20,14,15,1,16,3
-8363635.94477189,4861000.39763256,24,4322034W,Bus,Infodev,43,Westbound,22034,Delaware Av & Shackamaxon St,39.965984,-75.13182,Fall 2018,17,2,3,1,6,1
-8406092.5306435,4860959.87437581,25,10418765E,Bus,Infodev,104,Eastbound,18765,West Chester Pk & Green Ln,39.965705,-75.513214,Fall 2018,2,1,0,0,1,0
-8403286.38891958,4872021.31023172,26,20419379W,Bus,Infodev,204,Westbound,19379,Lancaster Av & Plank Av,40.04182,-75.488006,Fall 2018,2,0,2,0,0,0
-8363705.63077312,4860918.91555317,27,4330851E,Bus,Infodev,43,Eastbound,30851,Delaware Av & Sugarhouse Dr,39.965423,-75.132446,Fall 2018,1,25,2,12,1,8
-8405022.4163785,4872116.11563726,28,20429183W,Bus,Infodev,204,Westbound,29183,Lancaster Av & Chester Valley Rehab,40.042472,-75.503601,Fall 2018,0,0,0,0,0,2
-8390162.15491353,4863466.23674365,29,10418800E,Bus,Infodev,104,Eastbound,18800,West Chester Pk & Hawthorne Rd,39.982959,-75.370109,Fall 2018,5,1,1,0,0,0
-8369955.66358371,4860777.15866271,30,4322076W,Bus,Infodev,43,Westbound,22076,Haverford Av & 32nd St,39.964447,-75.188591,Fall 2018,8,15,2,4,0,5
-8407058.11590664,4872661.991393,31,20430621W,Bus,Infodev,204,Westbound,30621,Brennan Blvd & Morehall Rd - MBFS,40.046226,-75.521888,Fall 2018,0,3,0,3,0,4
-8406240.25160778,4861012.59821537,32,10418704W,Bus,Infodev,104,Westbound,18704,West Chester Pk & Hilltop Rd,39.966068,-75.514541,Fall 2018,0,1,0,0,0,0
-8370117.8560818,4860751.59616013,33,43691W,Bus,Infodev,43,Westbound,691,Haverford Av & 33rd St,39.964271,-75.190048,Fall 2018,7,24,6,7,1,3
-8406939.22669047,4872825.58547954,34,20430421W,Bus,Infodev,204,Westbound,30421,Foundary Way & Carnegie Blvd,40.047351,-75.52082,Fall 2018,0,1,0,3,0,4
-8406273.42481603,4860975.99651191,35,10418764E,Bus,Infodev,104,Eastbound,18764,West Chester Pk & Hilltop Rd,39.965816,-75.514839,Fall 2018,0,0,0,0,0,0
-8407220.30840472,4873242.21727983,36,20429187W,Bus,Infodev,204,Westbound,29187,Matthews Rd & Morehall Rd - MBNS,40.050216,-75.523345,Fall 2018,0,1,0,1,0,0
-8407460.75850484,4872318.08907185,37,20429202W,Bus,Infodev,204,Westbound,29202,Lancaster Av & Morehall Rd - FS,40.043861,-75.525505,Fall 2018,1,5,0,1,0,0
-8408102.73800824,4872145.63345627,38,2042289W,Bus,Infodev,204,Westbound,2289,Lancaster Av & Conestoga Rd - MBFS,40.042675,-75.531272,Fall 2018,2,5,0,4,1,4
-8409236.63834146,4871855.4029535,39,2042290W,Bus,Infodev,204,Westbound,2290,Lancaster Av & Malin Rd - MBFS,40.040679,-75.541458,Fall 2018,5,10,1,3,1,2
-8410252.31737546,4871610.25494964,40,20429206W,Bus,Infodev,204,Westbound,29206,Lancaster Av & Westgate Village Dr - FS,40.038993,-75.550582,Fall 2018,0,3,1,0,0,0
-8411300.39038128,4871383.43301395,41,20429208W,Bus,Infodev,204,Westbound,29208,Lancaster Av & Sproul Rd - FS,40.037433,-75.559997,Fall 2018,0,0,0,0,0,0
-8416618.67905393,4870318.02093979,42,20426862W,Bus,Infodev,204,Westbound,26862,Lincoln Hwy & Ship Rd - MBNS,40.030105,-75.607772,Fall 2018,0,0,0,0,0,0
-8404434.64946711,4872046.32015864,43,20429765W,Bus,Infodev,204,Westbound,29765,Lancaster Av & Central Av,40.041992,-75.498321,Fall 2018,1,2,2,0,0,1
-8411729.3043793,4871291.39713152,44,20429209W,Bus,Infodev,204,Westbound,29209,Lancaster Av & Aspen Ln - MBFS,40.0368,-75.56385,Fall 2018,0,0,0,0,1,0
-8412559.85910011,4871081.15723043,45,20429211W,Bus,Infodev,204,Westbound,29211,Lancaster Av & Planebrook Rd - FS,40.035354,-75.571311,Fall 2018,0,3,0,2,1,1
-8403812.93011103,4871996.30036789,46,20419380W,Bus,Infodev,204,Westbound,19380,Lancaster Av & Cedar Hollow Rd,40.041648,-75.492736,Fall 2018,0,0,0,0,0,1
-8410971.66392497,4871454.9686027,47,20429207W,Bus,Infodev,204,Westbound,29207,Lancaster Av & Church Rd - FS,40.037925,-75.557044,Fall 2018,0,2,0,0,0,0
-8416335.92754731,4870352.47638953,48,20426861W,Bus,Infodev,204,Westbound,26861,Lincoln Hwy & Belden Blvd,40.030342,-75.605232,Fall 2018,0,0,0,0,0,0
-8418041.34214627,4870153.30519078,49,20431800W,Bus,Infodev,204,Westbound,31800,Lincoln Hwy & Exton Square Pkwy - MBNS,40.028972,-75.620552,Fall 2018,0,4,0,1,0,3
-8405695.8992978,4872214.41176962,50,20429184W,Bus,Infodev,204,Westbound,29184,Lancaster Av & Woodview Way,40.043148,-75.509651,Fall 2018,0,1,0,1,1,1
-8413603.70196528,4870848.82260795,51,20426857W,Bus,Infodev,204,Westbound,26857,Lancaster Av & Lockwood Ln,40.033756,-75.580688,Fall 2018,0,8,0,6,0,4
-8413898.36465741,4870800.55351957,52,20429487W,Bus,Infodev,204,Westbound,29487,Lincoln Hwy & Rt 202,40.033424,-75.583335,Fall 2018,0,0,0,0,0,0
-8407245.80056811,4872703.58038929,53,20429197W,Bus,Infodev,204,Westbound,29197,Morehall Rd & Brennan Blvd,40.046512,-75.523574,Fall 2018,0,0,0,0,1,0
-8415150.26365087,4870572.58702451,54,20426859W,Bus,Infodev,204,Westbound,26859,Lincoln Hwy & Church Farm Ln,40.031856,-75.594581,Fall 2018,0,1,0,0,0,0
-8416953.30544325,4870279.78570744,55,20429488W,Bus,Infodev,204,Westbound,29488,Lincoln Hwy & Ship Rd - MBFS,40.029842,-75.610778,Fall 2018,0,0,0,2,0,0
-8418111.80738394,4870495.5332081,56,20430417W,Bus,Infodev,204,Westbound,30417,Exton Square Mall & County Library,40.031326,-75.621185,Fall 2018,12,9,3,10,0,14
-8414895.45333645,4870619.6919166,57,20431799W,Bus,Infodev,204,Westbound,31799,Lincoln Hwy & Valley Creek Blvd - FS,40.03218,-75.592292,Fall 2018,0,3,0,0,0,0
-8415516.2821366,4870509.926234,58,20426860W,Bus,Infodev,204,Westbound,26860,Lincoln Hwy & Springdale Dr,40.031425,-75.597869,Fall 2018,0,1,0,0,0,0
-8417840.85574335,4870153.88670671,59,20426944E,Bus,Infodev,204,Eastbound,26944,Lincoln Hwy & Exton Square Pkwy - MBFS,40.028976,-75.618751,Fall 2018,2,2,0,0,2,0
-8411726.74403102,4871273.07729478,60,20429252E,Bus,Infodev,204,Eastbound,29252,Lancaster Av & Aspen Ln - MBNS,40.036674,-75.563827,Fall 2018,0,0,0,0,0,0
-8407058.11590664,4872661.991393,61,20430621E,Bus,Infodev,204,Eastbound,30621,Brennan Blvd & Morehall Rd - MBFS,40.046226,-75.521888,Fall 2018,1,0,0,0,0,0
-8407220.30840472,4873242.21727983,62,20429187E,Bus,Infodev,204,Eastbound,29187,Matthews Rd & Morehall Rd - MBNS,40.050216,-75.523345,Fall 2018,1,1,1,0,0,0
-8411208.66312087,4871384.59619013,63,20429253E,Bus,Infodev,204,Eastbound,29253,Lancaster Av & Sproul Rd - FS,40.037441,-75.559173,Fall 2018,1,0,0,0,0,0
-8418127.9487101,4870492.7709126,64,2041573E,Bus,Infodev,204,Eastbound,1573,Exton Square Mall - 3,40.031307,-75.62133,Fall 2018,13,11,7,2,14,0
-8412524.23686306,4871072.86985677,65,20429250E,Bus,Infodev,204,Eastbound,29250,Lancaster Av & Planebrook Rd,40.035297,-75.570991,Fall 2018,0,2,2,0,0,0
-8408094.27772694,4872127.7482648,66,2042318E,Bus,Infodev,204,Eastbound,2318,Lancaster Av & Conestoga Rd,40.042552,-75.531196,Fall 2018,5,1,4,1,2,0
-8407245.80056811,4872703.58038929,67,20429197E,Bus,Infodev,204,Eastbound,29197,Morehall Rd & Brennan Blvd,40.046512,-75.523574,Fall 2018,0,0,0,0,0,0
-8370278.37878752,4860730.53619323,68,4322079W,Bus,Infodev,43,Westbound,22079,Haverford Av & 34th St,39.964126,-75.19149,Fall 2018,21,29,5,16,5,9
-8403863.02388189,4871975.21652007,69,20419388E,Bus,Infodev,204,Eastbound,19388,Lancaster Av & Cedar Hollow Rd,40.041503,-75.493186,Fall 2018,0,16,0,4,0,2
-8416839.53692366,4870275.86042577,70,20426945E,Bus,Infodev,204,Eastbound,26945,Lincoln Hwy & Ship Rd,40.029815,-75.609756,Fall 2018,1,0,0,0,0,0
-8409282.50197167,4871818.90663295,71,2042317E,Bus,Infodev,204,Eastbound,2317,Lancaster Ave & Malin Rd - MBNS,40.040428,-75.54187,Fall 2018,9,2,3,1,3,0
-8402846.45429196,4872101.1386494,72,2041874E,Bus,Infodev,204,Eastbound,1874,Paoli Regional Rail Station,40.042369,-75.484054,Fall 2018,0,44,0,27,0,25
-8414883.54215093,4870607.04335879,73,20426948E,Bus,Infodev,204,Eastbound,26948,Lincoln Hwy & Valley Creek Blvd,40.032093,-75.592185,Fall 2018,1,0,0,0,0,0
-8413614.72259487,4870817.70937346,74,20426950E,Bus,Infodev,204,Eastbound,26950,Lancaster Av & Lockwood Ln - FS,40.033542,-75.580787,Fall 2018,5,1,6,0,4,0
-8410896.96854664,4871451.62444782,75,20429254E,Bus,Infodev,204,Eastbound,29254,Lancaster Av & Church Rd - FS,40.037902,-75.556373,Fall 2018,1,0,0,1,0,0
-8410026.45012864,4871635.26383965,76,20429256E,Bus,Infodev,204,Eastbound,29256,Lancaster Av & Westgate Village Dr,40.039165,-75.548553,Fall 2018,1,0,0,1,1,0
-8407135.48295274,4872309.21902181,77,20430673E,Bus,Infodev,204,Eastbound,30673,Lancaster Av & Morehall Rd - FS,40.0438,-75.522583,Fall 2018,2,0,1,0,0,0
-8405949.8190563,4872203.79690366,78,20429199E,Bus,Infodev,204,Eastbound,29199,Lancaster Av & Woodview Way - MBNS,40.043075,-75.511932,Fall 2018,0,0,0,0,0,0
-8403309.32073468,4872000.80795497,79,20419389E,Bus,Infodev,204,Eastbound,19389,Lancaster Av & Plank Av,40.041679,-75.488212,Fall 2018,0,4,0,1,0,1
-8415863.71026737,4870426.18528527,80,20426947E,Bus,Infodev,204,Eastbound,26947,Lincoln Hwy & Springdale Dr,40.030849,-75.60099,Fall 2018,0,0,0,0,0,0
-8406939.22669047,4872825.58547954,81,20430421E,Bus,Infodev,204,Eastbound,30421,Foundary Way & Carnegie Blvd,40.047351,-75.52082,Fall 2018,1,0,2,1,3,0
-8365005.84242559,4858458.64592072,82,2120975W,Bus,Infodev,21,Westbound,20975,2nd St & Chestnut St,39.948482,-75.144126,Fall 2018,29,12,22,4,18,4
-8365043.2457745,4858237.64214337,83,2120974W,Bus,Infodev,21,Westbound,20974,2nd St & Walnut St,39.94696,-75.144462,Fall 2018,42,10,27,4,25,7
-8376464.62552989,4860293.37041528,84,2131291W,Bus,Infodev,21,Westbound,31291,63rd St & Chestnut St,39.961116,-75.247062,Fall 2018,19,44,8,27,3,18
-8377713.96417506,4860433.08708636,85,211148E,Bus,Infodev,21,Eastbound,1148,69th St Transportation Center West Terminal,39.962078,-75.258285,Fall 2018,737,0,538,0,332,0
-8377713.96417506,4860433.08708636,86,211148W,Bus,Infodev,21,Westbound,1148,69th St Transportation Center West Terminal,39.962078,-75.258285,Fall 2018,9,608,30,427,2,295
-8365014.41402638,4858437.00998558,87,2120971E,Bus,Infodev,21,Eastbound,20971,Chestnut St & 2nd St,39.948333,-75.144203,Fall 2018,14,81,5,52,4,27
-8365230.15119954,4858474.18316497,88,2120970E,Bus,Infodev,21,Eastbound,20970,Chestnut St & 3rd St,39.948589,-75.146141,Fall 2018,6,77,6,48,0,32
-8365465.36928358,4858514.55107201,89,2114909E,Bus,Infodev,21,Eastbound,14909,Chestnut St & 4th St - MBNS,39.948867,-75.148254,Fall 2018,6,102,3,75,3,47
-8365760.92253164,4858561.16313997,90,216111E,Bus,Infodev,21,Eastbound,6111,Chestnut St & 6th St,39.949188,-75.150909,Fall 2018,12,120,8,52,5,30
-8365936.6960076,4858588.31731155,91,216112E,Bus,Infodev,21,Eastbound,6112,Chestnut St & 7th St,39.949375,-75.152488,Fall 2018,14,140,6,58,0,26
-8366111.69024713,4858616.48802789,92,216113E,Bus,Infodev,21,Eastbound,6113,Chestnut St & 8th St,39.949569,-75.15406,Fall 2018,27,191,3,109,5,60
-8366290.02407138,4858645.38487663,93,216114E,Bus,Infodev,21,Eastbound,6114,Chestnut St & 9th St,39.949768,-75.155662,Fall 2018,24,143,10,54,4,25
-8366459.89761433,4858672.97491117,94,2114908E,Bus,Infodev,21,Eastbound,14908,Chestnut St & 10th St,39.949958,-75.157188,Fall 2018,33,93,17,52,9,28
-8366635.67109029,4858703.46924902,95,216057E,Bus,Infodev,21,Eastbound,6057,Chestnut St & 11th St,39.950168,-75.158767,Fall 2018,63,174,31,103,11,59
-8366810.66532982,4858729.46211568,96,216058E,Bus,Infodev,21,Eastbound,6058,Chestnut St & 12th St,39.950347,-75.160339,Fall 2018,50,141,33,97,22,50
-8366982.20866513,4858757.19759589,97,216059E,Bus,Infodev,21,Eastbound,6059,Chestnut St & 13th St,39.950538,-75.16188,Fall 2018,73,140,33,95,23,53
-8367409.4528708,4858825.88317607,98,216060E,Bus,Infodev,21,Eastbound,6060,Chestnut St & 15th St,39.951011,-75.165718,Fall 2018,133,170,84,95,32,53
-8367586.89613912,4858853.61892552,99,2114907E,Bus,Infodev,21,Eastbound,14907,Chestnut St & 16th St,39.951202,-75.167312,Fall 2018,146,175,107,93,47,67
-8367760.22058629,4858880.19304084,100,216061E,Bus,Infodev,21,Eastbound,6061,Chestnut St & 17th St,39.951385,-75.168869,Fall 2018,94,153,61,92,33,48
-8367937.66385461,4858911.26887243,101,216062E,Bus,Infodev,21,Eastbound,6062,Chestnut St & 18th St,39.951599,-75.170463,Fall 2018,77,104,63,73,34,42
-8368109.20718992,4858943.36130524,102,2114906E,Bus,Infodev,21,Eastbound,14906,Chestnut St & 19th St,39.95182,-75.172004,Fall 2018,103,161,66,117,38,65
-8368284.20142945,4858969.35479967,103,216064E,Bus,Infodev,21,Eastbound,6064,Chestnut St & 20th St,39.951999,-75.173576,Fall 2018,106,150,60,82,43,61
-8368499.04804668,4859002.60914592,104,216065E,Bus,Infodev,21,Eastbound,6065,Chestnut St & 21st St,39.952228,-75.175506,Fall 2018,58,78,34,40,23,32
-8368637.52949323,4859026.42455401,105,216066E,Bus,Infodev,21,Eastbound,6066,Chestnut St & 22nd St - FS,39.952392,-75.17675,Fall 2018,68,96,37,72,29,44
-8368806.51248025,4859055.17737889,106,216067E,Bus,Infodev,21,Eastbound,6067,Chestnut St & 23rd St,39.95259,-75.178268,Fall 2018,31,95,12,35,6,28
-8369431.57142106,4859156.6842293,107,2120976E,Bus,Infodev,21,Eastbound,20976,Chestnut St & 30th St,39.953289,-75.183883,Fall 2018,19,27,6,11,6,7
-8369596.32426743,4859184.27568412,108,2121357E,Bus,Infodev,21,Eastbound,21357,Chestnut St & 31st St,39.953479,-75.185363,Fall 2018,58,70,36,31,7,20
-8369844.34409292,4859228.13173321,109,2121356E,Bus,Infodev,21,Eastbound,21356,Chestnut St & 32nd St,39.953781,-75.187591,Fall 2018,36,33,14,19,9,7
-8370100.04496327,4859265.7435322,110,2130634E,Bus,Infodev,21,Eastbound,30634,Chestnut St & 33rd St,39.95404,-75.189888,Fall 2018,38,33,14,12,11,5
-8370327.58200245,4859302.91981326,111,2121354E,Bus,Infodev,21,Eastbound,21354,Chestnut St & 34th St,39.954296,-75.191932,Fall 2018,96,98,30,30,18,16
-8370620.57490222,4859350.55212674,112,2121353E,Bus,Infodev,21,Eastbound,21353,Chestnut St & 36th St,39.954624,-75.194564,Fall 2018,88,112,36,41,32,29
-8370841.43277195,4859385.98606908,113,21623E,Bus,Infodev,21,Eastbound,623,Chestnut St & 37th St,39.954868,-75.196548,Fall 2018,78,52,27,14,22,14
-8371069.86036706,4859421.42013784,114,21622E,Bus,Infodev,21,Eastbound,622,Chestnut St & 38th St,39.955112,-75.1986,Fall 2018,58,76,25,35,12,21
-8371231.27362871,4859447.41488343,115,21598E,Bus,Infodev,21,Eastbound,598,Chestnut St & 39th St,39.955291,-75.20005,Fall 2018,44,54,27,21,18,20
-8371491.09332022,4859487.93196892,116,21421E,Bus,Infodev,21,Eastbound,421,Chestnut St & 40th St,39.95557,-75.202384,Fall 2018,159,138,108,104,60,57
-8371768.83544975,4859533.8224876,117,21592E,Bus,Infodev,21,Eastbound,592,Chestnut St & 41st St,39.955886,-75.204879,Fall 2018,25,25,16,10,18,11
-8371941.26934099,4859563.30290101,118,21591E,Bus,Infodev,21,Eastbound,591,Chestnut St & 42nd St,39.956089,-75.206428,Fall 2018,47,46,28,19,14,7
-8372176.48742504,4859600.33507143,119,21590E,Bus,Infodev,21,Eastbound,590,Chestnut St & 43rd St,39.956344,-75.208541,Fall 2018,77,55,43,29,28,20
-8372323.42915288,4859621.39264167,120,21516E,Bus,Infodev,21,Eastbound,516,Chestnut St & 44th St,39.956489,-75.209861,Fall 2018,56,42,35,39,27,21
-8372502.65353306,4859653.48736911,121,2119149E,Bus,Infodev,21,Eastbound,19149,Chestnut St & 45th St,39.95671,-75.211471,Fall 2018,75,40,36,30,26,18
-8372719.28126215,4859689.50329534,122,2119124E,Bus,Infodev,21,Eastbound,19124,Chestnut St & 46th St,39.956958,-75.213417,Fall 2018,50,36,26,14,27,5
-8372942.58816068,4859726.10025739,123,2119123E,Bus,Infodev,21,Eastbound,19123,Chestnut St & 47th St,39.95721,-75.215423,Fall 2018,52,36,38,14,23,7
-8373172.79686764,4859759.35713748,124,2130194E,Bus,Infodev,21,Eastbound,30194,Chestnut St & 48th St,39.957439,-75.217491,Fall 2018,75,42,30,29,13,16
-8373383.41334422,4859796.9709483,125,2130195E,Bus,Infodev,21,Eastbound,30195,Chestnut St & 49th St,39.957698,-75.219383,Fall 2018,82,68,32,31,25,25
-8373601.59954617,4859831.38988842,126,2119122E,Bus,Infodev,21,Eastbound,19122,Chestnut St & 50th St,39.957935,-75.221343,Fall 2018,77,55,46,23,21,15
-8373823.34797183,4859866.82554634,127,2119121E,Bus,Infodev,21,Eastbound,19121,Chestnut St & 51st St,39.958179,-75.223335,Fall 2018,66,40,36,18,33,16
-8374042.42472971,4859902.26133069,128,21420E,Bus,Infodev,21,Eastbound,420,Chestnut St & 52nd St,39.958423,-75.225303,Fall 2018,213,178,118,123,65,66
-8374258.16190287,4859937.69724148,129,2119120E,Bus,Infodev,21,Eastbound,19120,Chestnut St & 53rd St,39.958667,-75.227241,Fall 2018,48,44,25,29,18,19
-8374456.86719394,4859969.35730152,130,2119081E,Bus,Infodev,21,Eastbound,19081,Chestnut St & 54th St,39.958885,-75.229026,Fall 2018,63,40,34,26,19,23
-8374697.20597456,4860008.71467283,131,2119080E,Bus,Infodev,21,Eastbound,19080,Chestnut St & 55th St,39.959156,-75.231185,Fall 2018,79,47,37,27,32,11
-8374926.52412559,4860046.91035207,132,2119079E,Bus,Infodev,21,Eastbound,19079,Chestnut St & 56th St,39.959419,-75.233245,Fall 2018,131,68,75,43,45,31
-8375152.50269191,4860084.52525199,133,2119078E,Bus,Infodev,21,Eastbound,19078,Chestnut St & 57th St,39.959678,-75.235275,Fall 2018,129,63,57,49,40,38
-8375366.45875321,4860117.78333238,134,2119077E,Bus,Infodev,21,Eastbound,19077,Chestnut St & 58th St,39.959907,-75.237197,Fall 2018,59,30,18,12,16,10
-8375586.42606702,4860153.22001221,135,2119076E,Bus,Infodev,21,Eastbound,19076,Chestnut St & 59th St,39.960151,-75.239173,Fall 2018,60,28,29,13,21,8
-8375812.40463333,4860187.64018704,136,21419E,Bus,Infodev,21,Eastbound,419,Chestnut St & 60th St,39.960388,-75.241203,Fall 2018,154,73,86,51,45,38
-8376035.71153186,4860224.09375122,137,2119075E,Bus,Infodev,21,Eastbound,19075,Chestnut St & 61st St,39.960639,-75.243209,Fall 2018,51,32,22,22,16,10
-8376205.58507481,4860252.41434165,138,2119074E,Bus,Infodev,21,Eastbound,19074,Chestnut St & 62nd St - FS,39.960834,-75.244735,Fall 2018,63,32,35,25,21,9
-8376436.57301821,4860292.35377311,139,2125708E,Bus,Infodev,21,Eastbound,25708,Chestnut St & 63rd St - FS,39.961109,-75.24681,Fall 2018,76,33,42,32,35,22
-8367222.54744576,4858795.96931321,140,216115E,Bus,Infodev,21,Eastbound,6115,Chestnut St & Broad St,39.950805,-75.164039,Fall 2018,121,189,68,96,33,72
-8372829.59887752,4859707.80175951,141,2130633E,Bus,Infodev,21,Eastbound,30633,Chestnut St & Farragut St,39.957084,-75.214408,Fall 2018,39,32,25,16,12,14
-8364833.51985384,4858407.67812192,142,2114915E,Bus,Infodev,21,Eastbound,14915,Chestnut St & Front St,39.948131,-75.142578,Fall 2018,26,55,38,39,19,26
-8364907.32467624,4858681.3971475,143,213210W,Bus,Infodev,21,Westbound,3210,Market St & 2nd St - 1 MBNS,39.950016,-75.143241,Fall 2018,87,43,56,20,37,15
-8376487.55734499,4860516.16279567,144,2118991E,Bus,Infodev,21,Eastbound,18991,Market St & 63rd St,39.96265,-75.247268,Fall 2018,48,27,25,17,20,11
-8376462.0651816,4860481.74148214,145,2119073E,Bus,Infodev,21,Eastbound,19073,Market St & 63rd St,39.962413,-75.247039,Fall 2018,26,24,19,16,11,12
-8376487.55734499,4860554.36042672,146,2125711W,Bus,Infodev,21,Westbound,25711,Market St & 63rd St - FS,39.962913,-75.247268,Fall 2018,41,31,27,24,21,12
-8376886.74903897,4860566.56046151,147,2121387W,Bus,Infodev,21,Westbound,21387,Market St & Burd Av,39.962997,-75.250854,Fall 2018,5,12,5,6,5,1
-8377527.94930594,4860427.42285876,148,2130632E,Bus,Infodev,21,Eastbound,30632,Market St & Chatham Rd,39.962039,-75.256614,Fall 2018,64,3,21,2,21,1
-8377512.6985357,4860447.46552478,149,2121390W,Bus,Infodev,21,Westbound,21390,Market St & Chatham Rd,39.962177,-75.256477,Fall 2018,6,39,18,33,3,27
-8377096.47495963,4860508.90090525,150,2125707E,Bus,Infodev,21,Eastbound,25707,Market St & Glencoe Rd,39.9626,-75.252738,Fall 2018,17,11,11,3,4,4
-8377361.52666721,4860463.44159188,151,2121351E,Bus,Infodev,21,Eastbound,21351,Market St & Marlborough Rd,39.962287,-75.255119,Fall 2018,62,17,27,8,28,1
-8377007.3080475,4860525.02230917,152,2119032E,Bus,Infodev,21,Eastbound,19032,Market St & Millbourne Av,39.962711,-75.251937,Fall 2018,58,24,34,15,22,11
-8376983.59699596,4860546.08184022,153,2119031W,Bus,Infodev,21,Westbound,19031,Market St & Millbourne Av,39.962856,-75.251724,Fall 2018,4,14,5,12,5,10
-8377189.09277597,4860510.06280736,154,2121388W,Bus,Infodev,21,Westbound,21388,Market St & Powell Ln,39.962608,-75.25357,Fall 2018,5,36,6,22,4,17
-8377195.88326491,4860493.36047759,155,2121352E,Bus,Infodev,21,Eastbound,21352,Market St & Powell Rd,39.962493,-75.253631,Fall 2018,42,19,20,3,18,2
