X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS,SAT_ONS,SAT_OFFS,SUN_ONS,SUN_OFFS
-8369350.0855538,4862510.91470141,58,72908S,Bus,Infodev,7,Southbound,2908,29th St & Thompson St,39.976383,-75.183151,Fall 2019,13,2,6,4,7,4
-8369677.03089826,4864779.809398,59,7644S,Bus,Infodev,7,Southbound,644,33rd St & Dauphin St Loop,39.992,-75.186088,Fall 2019,107,0,83,0,83,0
-8369677.03089826,4864779.809398,60,7644N,Bus,Infodev,7,Northbound,644,33rd St & Dauphin St Loop,39.992,-75.186088,Fall 2019,0,42,0,43,0,37
-8368439.6034386,4861537.81846968,61,75369S,Bus,Infodev,7,Southbound,5369,Brown St & 23rd St,39.969684,-75.174972,Fall 2019,24,3,8,1,2,0
-8368615.37691456,4861563.81875596,62,75370S,Bus,Infodev,7,Southbound,5370,Brown St & 24th St,39.969863,-75.176551,Fall 2019,17,1,3,1,3,0
-8368795.49185066,4861592.72418209,63,75371S,Bus,Infodev,7,Southbound,5371,Brown St & 25th St,39.970062,-75.178169,Fall 2019,14,0,12,0,8,0
-8368974.71623084,4861624.82528158,64,75372S,Bus,Infodev,7,Southbound,5372,Brown St & 26th St,39.970283,-75.179779,Fall 2019,23,4,13,1,19,2
-8369148.81991444,4861651.98783145,65,714926S,Bus,Infodev,7,Southbound,14926,Brown St & 27th St,39.97047,-75.181343,Fall 2019,9,1,1,0,8,1
-8369307.56150831,4861677.98841671,66,75373S,Bus,Infodev,7,Southbound,5373,Brown St & 28th St,39.970649,-75.182769,Fall 2019,5,0,0,0,1,0
-8368486.35762473,4864539.77628329,67,716215S,Bus,Infodev,7,Southbound,16215,Dauphin St & 26th St,39.990348,-75.175392,Fall 2019,28,6,16,6,14,3
-8368668.03103371,4864568.10918775,68,716214S,Bus,Infodev,7,Southbound,16214,Dauphin St & 27th St,39.990543,-75.177024,Fall 2019,10,4,3,1,3,0
-8368818.42366577,4864595.86098283,69,716213S,Bus,Infodev,7,Southbound,16213,Dauphin St & 28th St,39.990734,-75.178375,Fall 2019,12,7,5,4,5,3
-8369016.23840091,4864628.98888171,70,716212S,Bus,Infodev,7,Southbound,16212,Dauphin St & 29th St,39.990962,-75.180152,Fall 2019,43,8,33,3,27,2
-8369182.77235913,4864659.50151798,71,716211S,Bus,Infodev,7,Southbound,16211,Dauphin St & 30th St,39.991172,-75.181648,Fall 2019,4,1,3,0,5,0
-8369361.99673931,4864690.59544383,72,716210S,Bus,Infodev,7,Southbound,16210,Dauphin St & 31st St,39.991386,-75.183258,Fall 2019,8,1,5,0,3,3
-8369537.77021527,4864716.02279205,73,716043S,Bus,Infodev,7,Southbound,16043,Dauphin St & 32nd St,39.991561,-75.184837,Fall 2019,33,21,18,11,22,11
-8369640.51810528,4864730.55273457,74,731553S,Bus,Infodev,7,Southbound,31553,Dauphin St & Ridge Av,39.991661,-75.18576,Fall 2019,49,8,22,1,33,13
-8368470.21629857,4861204.75937207,75,725158N,Bus,Infodev,7,Northbound,25158,Fairmount Av & 23rd St,39.967391,-75.175247,Fall 2019,7,37,4,18,3,10
-8368649.32935925,4861210.4240431,76,725160N,Bus,Infodev,7,Northbound,25160,Fairmount Av & 24th St,39.96743,-75.176856,Fall 2019,3,21,1,12,1,6
-8368833.67443601,4861213.76474804,77,730102N,Bus,Infodev,7,Northbound,30102,Fairmount Av & 25th St,39.967453,-75.178512,Fall 2019,2,18,2,10,3,17
-8365291.26559998,4855628.5138893,78,725124N,Bus,Infodev,7,Northbound,25124,Front St & Dickinson St,39.928989,-75.14669,Fall 2019,1,0,1,0,7,0
-8365320.0973481,4855480.59040928,79,725126N,Bus,Infodev,7,Northbound,25126,Front St & Greenwich St,39.92797,-75.146949,Fall 2019,12,0,6,1,6,2
-8365455.12789043,4854745.21548596,80,725132N,Bus,Infodev,7,Northbound,25132,Front St & McKean St,39.922904,-75.148162,Fall 2019,2,1,1,1,0,0
-8365424.62634995,4854918.53029643,81,725130N,Bus,Infodev,7,Northbound,25130,Front St & Mifflin St,39.924098,-75.147888,Fall 2019,16,1,9,1,6,1
-8365349.81965214,4855270.24962526,82,725128N,Bus,Infodev,7,Northbound,25128,Front St & Morris St,39.926521,-75.147216,Fall 2019,9,0,7,1,2,0
-8365484.07095804,4854576.9839836,83,730098N,Bus,Infodev,7,Northbound,30098,Front St & Snyder Av,39.921745,-75.148422,Fall 2019,4,5,1,3,5,3
-8368256.14891777,4860487.26050328,84,725203S,Bus,Infodev,7,Southbound,25203,Hamilton St & 21st St,39.962451,-75.173324,Fall 2019,7,10,3,3,4,7
-8368609.47698155,4859269.66446153,85,710281S,Bus,Infodev,7,Southbound,10281,Market St & 22nd St,39.954067,-75.176498,Fall 2019,59,65,30,21,26,31
-8368995.08769766,4862638.89579145,86,725172N,Bus,Infodev,7,Northbound,25172,Master St & 27th St - FS,39.977264,-75.179962,Fall 2019,2,31,1,15,0,12
-8369120.76740276,4862659.95980661,87,725174N,Bus,Infodev,7,Northbound,25174,Master St & 28th St,39.977409,-75.181091,Fall 2019,1,13,0,5,0,7
-8369298.21067109,4862688.72315468,88,725175N,Bus,Infodev,7,Northbound,25175,Master St & 29th St,39.977607,-75.182685,Fall 2019,9,25,5,16,0,11
-8365841.62916247,4853477.38038064,89,718137S,Bus,Infodev,7,Southbound,18137,Oregon Av & 2nd St,39.914169,-75.151634,Fall 2019,7,35,6,18,0,21
-8365816.91623551,4853509.45526806,90,724351N,Bus,Infodev,7,Northbound,24351,Oregon Av & 2nd St,39.91439,-75.151412,Fall 2019,38,9,23,9,30,4
-8365968.97865993,4853497.84443713,91,718136S,Bus,Infodev,7,Southbound,18136,Oregon Av & 3rd St,39.91431,-75.152778,Fall 2019,4,26,5,19,3,16
-8365998.70096398,4853537.17618174,92,724352N,Bus,Infodev,7,Northbound,24352,Oregon Av & 3rd St,39.914581,-75.153045,Fall 2019,28,10,26,7,12,6
-8366209.31744056,4853571.42830751,93,724353N,Bus,Infodev,7,Northbound,24353,Oregon Av & 4th St,39.914817,-75.154937,Fall 2019,68,16,61,25,57,16
-8366198.29681097,4853538.77267651,94,711468S,Bus,Infodev,7,Southbound,11468,Oregon Av & 4th St - FS,39.914592,-75.154838,Fall 2019,38,74,44,54,31,57
-8366391.99272495,4853603.06808788,95,716496N,Bus,Infodev,7,Northbound,16496,Oregon Av & 5th St,39.915035,-75.156578,Fall 2019,75,14,58,25,55,14
-8366383.42112416,4853569.25126211,96,724347S,Bus,Infodev,7,Southbound,24347,Oregon Av & 5th St - FS,39.914802,-75.156501,Fall 2019,18,83,14,65,12,59
-8366589.80746009,4853607.42219398,97,718578S,Bus,Infodev,7,Southbound,18578,Oregon Av & 6th St,39.915065,-75.158355,Fall 2019,11,40,3,23,7,15
-8366559.30591961,4853633.54687062,98,716497N,Bus,Infodev,7,Northbound,16497,Oregon Av & 6th St,39.915245,-75.158081,Fall 2019,37,17,14,8,17,6
-8366770.70163263,4853635.14338086,99,718577S,Bus,Infodev,7,Southbound,18577,Oregon Av & 7th St,39.915256,-75.15998,Fall 2019,14,52,13,36,19,28
-8366738.4189803,4853660.54244195,100,7732N,Bus,Infodev,7,Northbound,732,Oregon Av & 7th St,39.915431,-75.15969,Fall 2019,45,11,32,18,35,19
-8366960.16740596,4853666.20281298,101,724556S,Bus,Infodev,7,Southbound,24556,Oregon Av & 8th St,39.91547,-75.161682,Fall 2019,10,25,13,3,5,13
-8366912.5226639,4853691.60195343,102,724308N,Bus,Infodev,7,Northbound,24308,Oregon Av & 8th St,39.915645,-75.161254,Fall 2019,27,10,16,7,14,6
-8367107.1091338,4853692.18250597,103,724555S,Bus,Infodev,7,Southbound,24555,Oregon Av & 9th St,39.915649,-75.163002,Fall 2019,22,88,14,18,11,10
-8367086.6263475,4853721.50045336,104,724359N,Bus,Infodev,7,Northbound,24359,Oregon Av & 9th St,39.915851,-75.162818,Fall 2019,61,11,12,13,8,11
-8367293.90323935,4853724.25808652,105,716591S,Bus,Infodev,7,Southbound,16591,Oregon Av & 10th St,39.91587,-75.16468,Fall 2019,6,17,4,6,5,8
-8367263.29037939,4853753.14071141,106,7999N,Bus,Infodev,7,Northbound,999,Oregon Av & 10th St,39.916069,-75.164405,Fall 2019,32,16,9,10,10,15
-8367479.91810847,4853753.57612851,107,71182S,Bus,Infodev,7,Southbound,1182,Oregon Av & 11th St,39.916072,-75.166351,Fall 2019,12,10,9,7,15,7
-8367438.28461891,4853780.71716525,108,724360N,Bus,Infodev,7,Northbound,24360,Oregon Av & 11th St,39.916259,-75.165977,Fall 2019,8,23,4,17,6,16
-8367628.52962868,4853777.37895888,109,721794S,Bus,Infodev,7,Southbound,21794,Oregon Av & 12th St,39.916236,-75.167686,Fall 2019,10,9,9,3,6,2
-8367611.49774659,4853808.43883544,110,724361N,Bus,Infodev,7,Northbound,24361,Oregon Av & 12th St,39.91645,-75.167533,Fall 2019,13,5,10,6,6,3
-8367827.23491974,4853811.77705225,111,721792S,Bus,Infodev,7,Southbound,21792,Oregon Av & 13th St,39.916473,-75.169471,Fall 2019,9,3,6,4,4,2
-8367784.82219375,4853838.91824791,112,724362N,Bus,Infodev,7,Northbound,24362,Oregon Av & 13th St,39.91666,-75.16909,Fall 2019,7,6,3,4,1,5
-8368244.23773225,4853882.60556877,113,724554S,Bus,Infodev,7,Southbound,24554,Oregon Av & 15th St,39.916961,-75.173217,Fall 2019,6,13,8,11,5,4
-8368205.16459099,4853907.56983833,114,724363N,Bus,Infodev,7,Northbound,24363,Oregon Av & 15th St,39.917133,-75.172866,Fall 2019,13,5,8,5,7,7
-8368409.88113456,4853908.15040349,115,724553S,Bus,Infodev,7,Southbound,24553,Oregon Av & 16th St,39.917137,-75.174705,Fall 2019,7,9,5,1,4,4
-8368381.04938644,4853937.46898788,116,724364N,Bus,Infodev,7,Northbound,24364,Oregon Av & 16th St,39.917339,-75.174446,Fall 2019,7,10,5,8,6,8
-8368583.98481816,4853936.88842102,117,724552S,Bus,Infodev,7,Southbound,24552,Oregon Av & 17th St,39.917335,-75.176269,Fall 2019,14,15,5,2,7,0
-8368555.93230648,4853964.61052676,118,724365N,Bus,Infodev,7,Northbound,24365,Oregon Av & 17th St,39.917526,-75.176017,Fall 2019,8,14,2,5,7,3
-8368758.97905768,4853968.38422253,119,724551S,Bus,Infodev,7,Southbound,24551,Oregon Av & 18th St,39.917552,-75.177841,Fall 2019,8,5,2,1,3,4
-8368731.81710193,4853995.09041812,120,724366N,Bus,Infodev,7,Northbound,24366,Oregon Av & 18th St,39.917736,-75.177597,Fall 2019,16,4,4,5,0,3
-8368940.65246666,4853994.50984789,121,711422S,Bus,Infodev,7,Southbound,11422,Oregon Av & 19th St,39.917732,-75.179473,Fall 2019,55,31,19,16,21,10
-8368945.77316323,4854031.08583876,122,724367N,Bus,Infodev,7,Northbound,24367,Oregon Av & 19th St - FS,39.917984,-75.179519,Fall 2019,26,36,10,19,10,24
-8369080.80370557,4854053.14761262,123,721346N,Bus,Infodev,7,Northbound,21346,Oregon Av & 20th St,39.918136,-75.180732,Fall 2019,43,45,36,25,20,22
-8369067.22272769,4854017.15211209,124,796S,Bus,Infodev,7,Southbound,96,Oregon Av & 20th St - FS,39.917888,-75.18061,Fall 2019,30,23,17,17,18,13
-8369293.98053044,4854089.14324352,125,724369N,Bus,Infodev,7,Northbound,24369,Oregon Av & 21st St,39.918384,-75.182647,Fall 2019,6,5,3,7,2,2
-8369289.75038979,4854056.48591162,126,795S,Bus,Infodev,7,Southbound,95,Oregon Av & 21st St - FS,39.918159,-75.182609,Fall 2019,12,4,2,2,1,3
-8369534.31931106,4854097.4164513,127,724550S,Bus,Infodev,7,Southbound,24550,Oregon Av & 22nd St,39.918441,-75.184806,Fall 2019,19,10,10,8,6,8
-8369468.08421404,4854117.44635129,128,724407N,Bus,Infodev,7,Northbound,24407,Oregon Av & 22nd St,39.918579,-75.184211,Fall 2019,12,12,13,14,13,9
-8369710.20410651,4854126.30016053,129,724549S,Bus,Infodev,7,Southbound,24549,Oregon Av & 23rd St,39.91864,-75.186386,Fall 2019,31,18,35,23,35,15
-8369718.66438781,4854158.95772181,130,724408N,Bus,Infodev,7,Northbound,24408,Oregon Av & 23rd St - FS,39.918865,-75.186462,Fall 2019,21,38,18,41,16,35
-8369901.22835271,4854280.73508529,131,7105N,Bus,Infodev,7,Northbound,105,Oregon Av & 24th St,39.919704,-75.188102,Fall 2019,78,37,64,25,39,23
-8369918.26023481,4854245.89993027,132,724548S,Bus,Infodev,7,Southbound,24548,Oregon Av & 24th St - FS,39.919464,-75.188255,Fall 2019,33,52,35,39,27,25
-8368015.81013715,4853876.50965201,133,7103N,Bus,Infodev,7,Northbound,103,Oregon Av & Broad St,39.916919,-75.171165,Fall 2019,139,230,81,147,61,115
-8367997.1084627,4853842.8370363,134,798S,Bus,Infodev,7,Southbound,98,Oregon Av & Broad St - FS,39.916687,-75.170997,Fall 2019,277,135,140,58,136,64
-8365674.3159678,4853449.07909534,135,718138S,Bus,Infodev,7,Southbound,18138,Oregon Av & Front St,39.913974,-75.150131,Fall 2019,7,30,5,20,8,22
-8365645.3729002,4853478.9768658,136,717364N,Bus,Infodev,7,Northbound,17364,Oregon Av & Front St,39.91418,-75.149871,Fall 2019,24,8,13,11,14,2
-8365388.89279341,4853435.29131887,137,717362N,Bus,Infodev,7,Northbound,17362,Oregon Av & Swanson St,39.913879,-75.147567,Fall 2019,1,0,4,3,0,0
-8365369.41188252,4853398.13698484,138,718139S,Bus,Infodev,7,Southbound,18139,Oregon Av & Swanson St - FS,39.913623,-75.147392,Fall 2019,0,8,4,5,2,3
-8365243.73217741,4853401.47506386,139,717361N,Bus,Infodev,7,Northbound,17361,Oregon Av & Vandalia St,39.913646,-75.146263,Fall 2019,1,0,1,0,0,0
-8365119.72226467,4853364.46598959,140,718140S,Bus,Infodev,7,Southbound,18140,Oregon Av & Vandalia St - MBFS,39.913391,-75.145149,Fall 2019,1,41,0,5,1,3
-8364907.32467624,4853330.64997552,141,718141S,Bus,Infodev,7,Southbound,18141,Oregon Av & Weccacoe Av - MBNS,39.913158,-75.143241,Fall 2019,0,2,0,0,0,1
-8364872.59299511,4853339.50308397,142,724838N,Bus,Infodev,7,Northbound,24838,Oregon Av & Weccacoe St - MBFS,39.913219,-75.142929,Fall 2019,0,0,1,0,0,0
-8365094.23010128,4853377.67313362,143,724837N,Bus,Infodev,7,Northbound,24837,Oregon Av & Weccacoe St - MBFS,39.913482,-75.14492,Fall 2019,39,2,9,0,10,0
-8369591.20357085,4854698.76646906,144,724912N,Bus,Infodev,7,Northbound,24912,Passyunk Av & 23rd St,39.922584,-75.185317,Fall 2019,65,20,27,9,27,4
-8369006.10832724,4861274.62387391,145,719699N,Bus,Infodev,7,Northbound,19699,Pennsylvania Av & 26th St,39.967872,-75.180061,Fall 2019,6,5,3,4,0,6
-8369120.76740276,4861398.2315045,146,715955N,Bus,Infodev,7,Northbound,15955,Pennsylvania Av & 27th St - MBNS,39.968723,-75.181091,Fall 2019,1,7,2,4,0,2
-8368525.430766,4860666.77560026,147,716566S,Bus,Infodev,7,Southbound,16566,Pennsylvania Av & Spring Garden St - MBFS,39.963687,-75.175743,Fall 2019,9,7,10,5,6,13
-8364819.93887596,4854960.19016962,148,724209S,Bus,Infodev,7,Southbound,24209,Pier 70 Blvd & Columbus Blvd - FS,39.924385,-75.142456,Fall 2019,10,26,2,29,2,27
-8364732.4417562,4855094.75130143,149,7101S,Bus,Infodev,7,Southbound,101,Pier 70 WalMart & Home Depot,39.925312,-75.14167,Fall 2019,0,167,0,198,0,147
-8364732.4417562,4855094.75130143,150,7101N,Bus,Infodev,7,Northbound,101,Pier 70 WalMart & Home Depot,39.925312,-75.14167,Fall 2019,216,0,258,0,199,0
-8365094.23010128,4855771.93934633,151,725121N,Bus,Infodev,7,Northbound,25121,Reed St & Columbus Blvd - MBFS,39.929977,-75.14492,Fall 2019,11,0,12,2,10,0
-8365214.78910981,4854524.29428848,152,724274S,Bus,Infodev,7,Southbound,24274,Snyder Av & Swanson St,39.921382,-75.146003,Fall 2019,7,36,10,25,7,21
-8365245.40196978,4854512.68227202,153,724266N,Bus,Infodev,7,Northbound,24266,Snyder Av & Swanson St,39.921302,-75.146278,Fall 2019,33,7,41,6,26,2
-8365409.26426022,4854539.8253817,154,730890N,Bus,Infodev,7,Northbound,30890,Snyder Av & Water St,39.921489,-75.14775,Fall 2019,7,10,10,11,6,8
-8365338.79902255,4854527.63274572,155,724265N,Bus,Infodev,7,Northbound,24265,Snyder Av & Water St - MBFS,39.921405,-75.147117,Fall 2019,8,8,12,6,8,3
-8368672.26117436,4864349.72996892,156,725200S,Bus,Infodev,7,Southbound,25200,Susquehanna Av & 27th St,39.98904,-75.177062,Fall 2019,8,8,10,6,3,7
-8368707.9947309,4864339.12351578,157,730104N,Bus,Infodev,7,Northbound,30104,Susquehanna Av & 27th St,39.988967,-75.177383,Fall 2019,5,12,4,9,3,6
-8368833.67443601,4864375.73762117,158,730105S,Bus,Infodev,7,Southbound,30105,Susquehanna Av & 28th St,39.989219,-75.178512,Fall 2019,7,3,3,2,5,0
-8368860.83639176,4864364.11408102,159,731101N,Bus,Infodev,7,Northbound,31101,Susquehanna Av & 28th St,39.989139,-75.178756,Fall 2019,0,13,1,7,1,6
-8369012.89881618,4864406.24947885,160,725201S,Bus,Infodev,7,Southbound,25201,Susquehanna Av & 29th St,39.989429,-75.180122,Fall 2019,17,3,8,1,8,0
-8365115.49212402,4855392.04060632,161,724208S,Bus,Infodev,7,Southbound,24208,Tasker St & Columbus Blvd,39.92736,-75.145111,Fall 2019,1,22,4,29,0,14
-8365048.36647107,4855398.1374527,162,723977N,Bus,Infodev,7,Northbound,23977,Tasker St & Columbus Blvd,39.927402,-75.144508,Fall 2019,11,0,15,0,5,0
-8365340.46881491,4854702.10498491,163,725223S,Bus,Infodev,7,Southbound,25223,Water St & McKean St,39.922607,-75.147132,Fall 2019,2,9,2,6,3,8
