X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS
-8347798.52081673,4880088.10264559,22,122549S,Bus,UTA,1,Southbound,22549,DECATUR RD & DARNELL RD - FS,40.097275,-74.98955,Fall 2015,0,0
-8347887.57640936,4879521.00874324,23,127415S,Bus,UTA,1,Southbound,27415,DRUMMOND RD & DECATUR RD - F,40.093378,-74.99035,Fall 2015,0,0
-8347958.82088347,4879431.37100623,24,127416S,Bus,UTA,1,Southbound,27416,DRUMMOND RD & DECATUR RD - M,40.092762,-74.99099,Fall 2015,0,0
-8348206.39543099,4879165.37288735,25,127417S,Bus,UTA,1,Southbound,27417,DRUMMOND RD & 10430 - MBFS,40.090934,-74.993214,Fall 2015,0,0
-8348402.98565174,4878937.06838315,26,122552S,Bus,UTA,1,Southbound,22552,DRUMMOND RD & RED LION RD -,40.089365,-74.99498,Fall 2015,0,0
-8348449.51719889,4878699.60236026,27,122553S,Bus,UTA,1,Southbound,22553,DRUMMOND RD & RED LION RD,40.087733,-74.995398,Fall 2015,0,0
-8348457.08692426,4878655.66012979,28,120423S,Bus,UTA,1,Southbound,20423,RED LION RD & DECATUR RD - M,40.087431,-74.995466,Fall 2015,0,0
-8348455.63977088,4878622.63083324,29,112S,Bus,UTA,1,Southbound,12,DECATUR RD & DRUMMOND RD - M,40.087204,-74.995453,Fall 2015,0,0
-8348519.64847809,4878578.9799495,30,122887S,Bus,UTA,1,Southbound,22887,DECATUR RD & DRUMMOND RD,40.086904,-74.996028,Fall 2015,0,0
-8348487.92242321,4878774.53740828,31,122888S,Bus,UTA,1,Southbound,22888,DECATUR RD & DARNELL RD,40.088248,-74.995743,Fall 2015,0,0
-8348454.08129801,4878989.59686922,32,131366S,Bus,UTA,1,Southbound,31366,DECATUR RD & COMLY RD - MBNS,40.089726,-74.995439,Fall 2015,0,0
-8348353.55979782,4879145.72888942,33,122943S,Bus,UTA,1,Southbound,22943,COMLY RD & DECATUR RD - FS,40.090799,-74.994536,Fall 2015,0,0
-8348303.13206849,4879259.37359451,34,122892S,Bus,UTA,1,Southbound,22892,COMLY RD & THORTON RD - FS,40.09158,-74.994083,Fall 2015,0,0
-8347970.17547153,4879771.15470642,35,122893S,Bus,UTA,1,Southbound,22893,COMLY RD & NORCOM RD,40.095097,-74.991092,Fall 2015,0,0
-8348083.61003265,4879967.31779937,36,127418S,Bus,UTA,1,Southbound,27418,COMLY RD & NORCOM RD - MBFS,40.096445,-74.992111,Fall 2015,0,0
-8348240.45919518,4880157.08164038,37,1980S,Bus,UTA,1,Southbound,980,COMLY RD & CAROLINE RD,40.097749,-74.99352,Fall 2015,0,0
-8348426.25142531,4880343.64748923,38,122894S,Bus,UTA,1,Southbound,22894,COMLY RD & NESTOR RD,40.099031,-74.995189,Fall 2015,0,0
-8348570.96676334,4880484.52013166,39,122895S,Bus,UTA,1,Southbound,22895,COMLY RD & ROOSEVELT BLVD -,40.099999,-74.996489,Fall 2015,0,0
-8348891.34425785,4881289.91936218,40,1327S,Bus,UTA,1,Southbound,327,ROOSEVELT BLVD & BYBERRY RD,40.105533,-74.999367,Fall 2015,0,0
-8349268.60601215,4881978.65025045,41,125929S,Bus,UTA,1,Southbound,25929,BYBERRY RD & EVANS ST - FS,40.110265,-75.002756,Fall 2015,3,0
-8349110.53233522,4881696.4278055,42,118S,Bus,UTA,1,Southbound,18,ROOSEVELT BLVD & BYBERRY RD,40.108326,-75.001336,Fall 2015,0,0
-8349100.62490054,4881261.24753856,43,119S,Bus,UTA,1,Southbound,19,ROOSEVELT BLVD & COMLY RD,40.105336,-75.001247,Fall 2015,8,1
-8350411.52322412,4879439.22882736,44,123673S,Bus,UTA,1,Southbound,23673,RED LION RD & CONGDON PKWY -,40.092816,-75.013023,Fall 2015,60,0
-8349318.92242198,4881061.85694989,45,121944S,Bus,UTA,1,Southbound,21944,ROOSEVELT BLVD & BENNETT RD,40.103966,-75.003208,Fall 2015,10,0
-8349455.95671515,4880925.77881693,46,125957S,Bus,UTA,1,Southbound,25957,ROOSEVELT BLVD & BENNETT RD,40.103031,-75.004439,Fall 2015,0,0
-8349726.01779982,4880694.37751596,47,121945S,Bus,UTA,1,Southbound,21945,ROOSEVELT BLVD & PLAZA DR -,40.101441,-75.006865,Fall 2015,14,2
-8349906.24405541,4880533.41854222,48,125958S,Bus,UTA,1,Southbound,25958,ROOSEVELT BLVD & HALDEMAN AV,40.100335,-75.008484,Fall 2015,5,1
-8350099.49469143,4880356.01742405,49,121946S,Bus,UTA,1,Southbound,21946,ROOSEVELT BLVD & HALDEMAN AV,40.099116,-75.01022,Fall 2015,5,1
-8350385.69710226,4880085.19215005,50,121947S,Bus,UTA,1,Southbound,21947,ROOSEVELT BLVD & TOMLINSON R,40.097255,-75.012791,Fall 2015,10,1
-8350529.0766064,4879935.7393536,51,121948S,Bus,UTA,1,Southbound,21948,ROOSEVELT BLVD & GREYMONT ST,40.096228,-75.014079,Fall 2015,5,1
-8350676.12965374,4879758.93102211,52,121949S,Bus,UTA,1,Southbound,21949,ROOSEVELT BLVD & RED LION RD,40.095013,-75.0154,Fall 2015,49,5
-8350901.21766412,4879453.05278706,53,122767S,Bus,UTA,1,Southbound,22767,ROOSEVELT BLVD & WHITTEN ST,40.092911,-75.017422,Fall 2015,8,2
-8351303.52630385,4878912.33207345,54,122768S,Bus,UTA,1,Southbound,22768,ROOSEVELT BLVD & CONWELL AV,40.089195,-75.021036,Fall 2015,1,1
-8351657.63360406,4878434.93339801,55,122770S,Bus,UTA,1,Southbound,22770,ROOSEVELT BLVD & BOWLER ST,40.085914,-75.024217,Fall 2015,3,2
-8351768.3964974,4878284.63251242,56,122771S,Bus,UTA,1,Southbound,22771,ROOSEVELT BLVD & LOTT ST,40.084881,-75.025212,Fall 2015,3,1
-8351902.31384482,4878103.05229673,57,122773S,Bus,UTA,1,Southbound,22773,ROOSEVELT BLVD & FULMER ST,40.083633,-75.026415,Fall 2015,13,3
-8352189.96340903,4877714.58657096,58,122900S,Bus,UTA,1,Southbound,22900,ROOSEVELT BLVD & GRANT AV,40.080963,-75.028999,Fall 2015,32,9
-8352432.08330151,4877386.36673004,59,122896S,Bus,UTA,1,Southbound,22896,ROOSEVELT BLVD & MICHENER ST,40.078707,-75.031174,Fall 2015,6,2
-8352684.55590663,4877044.04618546,60,122897S,Bus,UTA,1,Southbound,22897,ROOSEVELT BLVD & GOODNAW ST,40.076354,-75.033442,Fall 2015,10,5
-8352888.49321376,4876763.12813209,61,122898S,Bus,UTA,1,Southbound,22898,ROOSEVELT BLVD & WELSH RD,40.074423,-75.035274,Fall 2015,47,11
-8353058.03279824,4876529.49650176,62,122899S,Bus,UTA,1,Southbound,22899,ROOSEVELT BLVD & TREMONT ST,40.072817,-75.036797,Fall 2015,5,3
-8353217.77626753,4876302.9983688,63,110S,Bus,UTA,1,Southbound,10,ROOSEVELT BLVD & WOODWARD ST,40.07126,-75.038232,Fall 2015,15,4
-8353422.3814916,4875929.73143327,64,122901S,Bus,UTA,1,Southbound,22901,ROOSEVELT BLVD & WINCHESTER,40.068694,-75.04007,Fall 2015,1,0
-8353681.86722464,4875247.82098,65,125960S,Bus,UTA,1,Southbound,25960,ROOSEVELT BLVD & STRAHLE ST,40.064006,-75.042401,Fall 2015,1,0
-8353766.80399612,4875014.51597628,66,122902S,Bus,UTA,1,Southbound,22902,ROOSEVELT BLVD & STRAHLE ST,40.062402,-75.043164,Fall 2015,6,4
-8353845.95215407,4874797.65197403,67,122903S,Bus,UTA,1,Southbound,22903,ROOSEVELT BLVD & HOFFNAGLE S,40.060911,-75.043875,Fall 2015,7,5
-8353988.3297828,4874491.92688097,68,121S,Bus,UTA,1,Southbound,21,ROOSEVELT BLVD & SOLLY AV -,40.058809,-75.045154,Fall 2015,9,4
-8354080.1683627,4874362.92012081,69,122904S,Bus,UTA,1,Southbound,22904,ROOSEVELT BLVD & STANWOOD ST,40.057922,-75.045979,Fall 2015,2,1
-8354184.92000354,4874221.4073085,70,122905S,Bus,UTA,1,Southbound,22905,ROOSEVELT BLVD & RHAWN ST,40.056949,-75.04692,Fall 2015,25,14
-8354450.41698908,4873852.14546672,71,122907S,Bus,UTA,1,Southbound,22907,ROOSEVELT BLVD & BORBECK AV,40.05441,-75.049305,Fall 2015,9,4
-8354626.85838199,4873518.38183066,72,122909S,Bus,UTA,1,Southbound,22909,ROOSEVELT BLVD & NAPFLE ST,40.052115,-75.05089,Fall 2015,1,1
-8354693.76139595,4873280.17308903,73,122910S,Bus,UTA,1,Southbound,22910,ROOSEVELT BLVD & FAUNCE ST,40.050477,-75.051491,Fall 2015,4,1
-8354742.63065241,4873028.30047532,74,122911S,Bus,UTA,1,Southbound,22911,ROOSEVELT BLVD & SHELMIRE AV,40.048745,-75.05193,Fall 2015,2,0
-8354836.47298315,4872764.07378628,75,122912S,Bus,UTA,1,Southbound,22912,ROOSEVELT BLVD & BLEIGH AV,40.046928,-75.052773,Fall 2015,1,0
-8355023.04444972,4872469.31737559,76,122S,Bus,UTA,1,Southbound,22,ROOSEVELT BLVD & COTTMAN AV,40.044901,-75.054449,Fall 2015,72,69
-8355308.46762411,4872123.38602787,77,122913S,Bus,UTA,1,Southbound,22913,ROOSEVELT BLVD & FRIENDSHIP,40.042522,-75.057013,Fall 2015,8,2
-8355527.09910403,4871859.91047652,78,122915S,Bus,UTA,1,Southbound,22915,ROOSEVELT BLVD & TYSON AV,40.04071,-75.058977,Fall 2015,10,6
-8355710.1083469,4871662.59921019,79,122916S,Bus,UTA,1,Southbound,22916,ROOSEVELT BLVD & LONGSHORE A,40.039353,-75.060621,Fall 2015,6,2
-8356031.7103558,4871358.13396586,80,122918S,Bus,UTA,1,Southbound,22918,ROOSEVELT BLVD & UNRUH AV,40.037259,-75.06351,Fall 2015,3,6
-8356163.95791086,4871288.19842742,81,122919S,Bus,UTA,1,Southbound,22919,ROOSEVELT BLVD & HARBISON AV,40.036778,-75.064698,Fall 2015,15,13
-8356323.81269964,4871237.31009205,82,122920S,Bus,UTA,1,Southbound,22920,ROOSEVELT BLVD & MAGEE AV,40.036428,-75.066134,Fall 2015,2,1
-8356576.84190221,4871158.21559781,83,122921S,Bus,UTA,1,Southbound,22921,ROOSEVELT BLVD & HELLERMAN S,40.035884,-75.068407,Fall 2015,1,3
-8356732.46655034,4871110.6719683,84,122922S,Bus,UTA,1,Southbound,22922,ROOSEVELT BLVD & LEVICK ST,40.035557,-75.069805,Fall 2015,24,12
-8357058.96661684,4871011.95060338,85,127452S,Bus,UTA,1,Southbound,27452,ROOSEVELT BLVD & ROBBINS AV,40.034878,-75.072738,Fall 2015,8,4
-8357302.5336627,4870938.09196281,86,122924S,Bus,UTA,1,Southbound,22924,ROOSEVELT BLVD & DEVEREAUX A,40.03437,-75.074926,Fall 2015,14,4
-8357882.73084871,4870757.80940253,87,122926S,Bus,UTA,1,Southbound,22926,ROOSEVELT BLVD & LARGE ST,40.03313,-75.080138,Fall 2015,13,7
-8358150.45422407,4870672.03094805,88,122927S,Bus,UTA,1,Southbound,22927,ROOSEVELT BLVD & VAN KIRK ST,40.03254,-75.082543,Fall 2015,1,5
-8358347.60104226,4870603.99026104,89,122928S,Bus,UTA,1,Southbound,22928,ROOSEVELT BLVD & OXFORD CIR,40.032072,-75.084314,Fall 2015,25,16
-8358616.66025151,4870457.00652443,90,122929S,Bus,UTA,1,Southbound,22929,ROOSEVELT BLVD & SANGER ST,40.031061,-75.086731,Fall 2015,15,8
-8358794.32615882,4870335.03057723,91,122930S,Bus,UTA,1,Southbound,22930,ROOSEVELT BLVD & BRIDGE ST,40.030222,-75.088327,Fall 2015,6,6
-8359064.49856297,4870154.03208569,92,123S,Bus,UTA,1,Southbound,23,ROOSEVELT BLVD & PRATT ST -,40.028977,-75.090754,Fall 2015,36,13
-8360226.89668583,4870222.65120532,93,124S,Bus,UTA,1,Southbound,24,ROOSEVELT BLVD & TOWER BLVD,40.029449,-75.101196,Fall 2015,44,65
-8361989.64082255,4869850.63077955,94,1124S,Bus,UTA,1,Southbound,124,ROOSEVELT BLVD & C ST,40.02689,-75.117031,Fall 2015,32,30
-8362486.57102945,4869753.95718164,95,123046S,Bus,UTA,1,Southbound,23046,ROOSEVELT BLVD & RISING SUN,40.026225,-75.121495,Fall 2015,29,32
-8362693.18000436,4869714.56114358,96,123047S,Bus,UTA,1,Southbound,23047,ROOSEVELT BLVD & FRONT ST,40.025954,-75.123351,Fall 2015,12,6
-8362910.03037242,4869672.54856695,97,1132S,Bus,UTA,1,Southbound,132,ROOSEVELT BLVD & MASCHER ST,40.025665,-75.125299,Fall 2015,18,20
-8363761.5131575,4869461.32540264,98,125S,Bus,UTA,1,Southbound,25,ROOSEVELT BLVD & 5TH ST,40.024212,-75.132948,Fall 2015,72,78
-8364235.40022981,4869276.2726041,99,1174S,Bus,UTA,1,Southbound,174,ROOSEVELT BLVD & 7TH ST - FS,40.022939,-75.137205,Fall 2015,5,8
-8364498.22554757,4869118.2608892,100,1204S,Bus,UTA,1,Southbound,204,ROOSEVELT BLVD & 9TH ST,40.021852,-75.139566,Fall 2015,21,27
-8365544.40612205,4868592.93000982,101,120856S,Bus,UTA,1,Southbound,20856,ROOSEVELT BLVD & BROAD ST,40.018238,-75.148964,Fall 2015,47,173
-8365626.78254524,4868543.21834608,102,123048S,Bus,UTA,1,Southbound,23048,ROOSEVELT BLVD & BROAD ST -,40.017896,-75.149704,Fall 2015,31,18
-8366071.50391095,4868272.42497385,103,123049S,Bus,UTA,1,Southbound,23049,HUNTING PARK AV & GERMANTOWN,40.016033,-75.153699,Fall 2015,26,49
-8366391.88140546,4868081.87110626,104,123050S,Bus,UTA,1,Southbound,23050,HUNTING PARK AV & CLARRISA S,40.014722,-75.156577,Fall 2015,35,34
-8366872.44764721,4867788.70727717,105,123271S,Bus,UTA,1,Southbound,23271,HUNTING PARK AV & BLAINE ST,40.012705,-75.160894,Fall 2015,7,12
-8367507.52534219,4867408.20314009,106,118218S,Bus,UTA,1,Southbound,18218,HUNTING PARK AV & WISSAH,40.010087,-75.166599,Fall 2015,53,89
-8367907.49627261,4867191.3600993,107,118272S,Bus,UTA,1,Southbound,18272,HUNTING PARK AV & STOKELY ST,40.008595,-75.170192,Fall 2015,2,6
-8368120.339139,4867106.33915495,108,118321S,Bus,UTA,1,Southbound,18321,HUNTING PARK AV & FOX ST,40.00801,-75.172104,Fall 2015,13,29
-8368424.90926581,4866946.61801763,109,118331S,Bus,UTA,1,Southbound,18331,HUNTING PK AV & WESTMORELAND,40.006911,-75.17484,Fall 2015,1,3
-8368623.05795943,4866767.57062759,110,123051S,Bus,UTA,1,Southbound,23051,29TH ST & HUNTING PARK AV -,40.005679,-75.17662,Fall 2015,1,3
-8368665.13672694,4866653.19707865,111,1261S,Bus,UTA,1,Southbound,261,29TH ST & ALLEGHENY AV,40.004892,-75.176998,Fall 2015,21,75
-8368822.54248693,4866661.33543246,112,1275S,Bus,UTA,1,Southbound,275,ALLEGHENY AV & HUNTING PARK,40.004948,-75.178412,Fall 2015,7,8
-8369043.73431513,4866697.95810723,113,14344S,Bus,UTA,1,Southbound,4344,ALLEGHENY AV & NAPA ST,40.0052,-75.180399,Fall 2015,7,9
-8369197.46653192,4866727.02381835,114,14345S,Bus,UTA,1,Southbound,4345,ALLEGHENY AV & 32ND ST,40.0054,-75.18178,Fall 2015,2,4
-8369392.72091877,4866763.21074768,115,14346S,Bus,UTA,1,Southbound,4346,ALLEGHENY AV & 33RD ST,40.005649,-75.183534,Fall 2015,3,6
-8369563.48501765,4866792.85796887,116,14349S,Bus,UTA,1,Southbound,4349,ALLEGHENY AV & 34TH ST,40.005853,-75.185068,Fall 2015,3,5
-8369736.03022838,4866830.2077805,117,14350S,Bus,UTA,1,Southbound,4350,ALLEGHENY AV & 35TH ST,40.00611,-75.186618,Fall 2015,2,2
-8369869.39097835,4866870.0283571,118,123052S,Bus,UTA,1,Southbound,23052,ALLEGHENY AV & RIDGE AV,40.006384,-75.187816,Fall 2015,7,5
-8370091.2507235,4867016.37761574,119,118008S,Bus,UTA,1,Southbound,18008,RIDGE AV & SCOTTS LN - MBFS,40.007391,-75.189809,Fall 2015,1,3
-8370535.08153329,4867226.09536143,120,121626S,Bus,UTA,1,Southbound,21626,RIDGE AV & MIDVALE AV,40.008834,-75.193796,Fall 2015,15,17
-8370817.38776194,4867378.40874168,121,118013S,Bus,UTA,1,Southbound,18013,RIDGE AV & CALUMET ST,40.009882,-75.196332,Fall 2015,5,6
-8370975.68407785,4867462.85065951,122,118014S,Bus,UTA,1,Southbound,18014,RIDGE AV & MERRICK RD,40.010463,-75.197754,Fall 2015,1,2
-8371729.09439154,4867999.7494774,123,118017S,Bus,UTA,1,Southbound,18017,RIDGE AV & I-76 RAMP FJ,40.014157,-75.204522,Fall 2015,1,2
-8372038.45125645,4868107.88854288,124,128S,Bus,UTA,1,Southbound,28,WISSAHICKON TRANS CTR -,40.014901,-75.207301,Fall 2015,43,124
-8372544.17570313,4867140.20211044,125,1703S,Bus,UTA,1,Southbound,703,CITY AV & PRESIDENTIAL BLV -,40.008243,-75.211844,Fall 2015,5,24
-8372821.13859622,4866963.47654223,126,120558S,Bus,UTA,1,Southbound,20558,CITY AV & MONUMENT RD - FS,40.007027,-75.214332,Fall 2015,4,15
-8373047.11716253,4866823.52258988,127,16252S,Bus,UTA,1,Southbound,6252,CITY AV & DECKER BLVD - FS,40.006064,-75.216362,Fall 2015,1,5
-8373257.51100013,4866692.29030348,128,16255S,Bus,UTA,1,Southbound,6255,CITY AV & KINGS GRANT DR,40.005161,-75.218252,Fall 2015,5,32
-8373699.2267396,4866420.67550403,129,1952S,Bus,UTA,1,Southbound,952,CITY AV & BELMONT AV - MBFS,40.003292,-75.22222,Fall 2015,4,30
-8373910.8450916,4866290.17515766,130,16236S,Bus,UTA,1,Southbound,6236,CITY AV & 47TH ST - FS,40.002394,-75.224121,Fall 2015,5,11
-8374122.46344359,4866157.64204146,131,120559S,Bus,UTA,1,Southbound,20559,CITY AV & CONSHOHOCKEN STATE,40.001482,-75.226022,Fall 2015,3,10
-8374407.10738155,4865976.86507484,132,11169S,Bus,UTA,1,Southbound,1169,CITY AV & BALA AV,40.000238,-75.228579,Fall 2015,2,10
-8374645.55373083,4865817.45274935,133,120561S,Bus,UTA,1,Southbound,20561,CITY AV & BRYN MAWR AV,39.999141,-75.230721,Fall 2015,2,8
-8374870.30778274,4865602.38821891,134,13555S,Bus,UTA,1,Southbound,3555,52ND ST & CITY AV - FS,39.997661,-75.23274,Fall 2015,3,14
-8374809.74997975,4865421.18543874,135,129553S,Bus,UTA,1,Southbound,29553,52ND ST & REXFORD RD,39.996414,-75.232196,Fall 2015,2,2
-8374795.61240442,4865299.12608865,136,13566S,Bus,UTA,1,Southbound,3566,52ND ST & OVERBROOK AV,39.995574,-75.232069,Fall 2015,0,3
-8374989.41963789,4865204.24051202,137,111506S,Bus,UTA,1,Southbound,11506,OVERBROOK AV & 54TH ST,39.994921,-75.23381,Fall 2015,2,44
-8375100.18253123,4865474.51422129,138,120589S,Bus,UTA,1,Southbound,20589,54TH ST & CITY AV,39.996781,-75.234805,Fall 2015,0,53
-8375063.89237723,4865522.17615505,139,120589N,Bus,UTA,1,Northbound,20589,54TH ST & CITY AV,39.997109,-75.234479,Fall 2015,101,0
-8374679.28353654,4865795.0741958,140,16232N,Bus,UTA,1,Northbound,6232,CITY AV & BRYN MAWR AV,39.998987,-75.231024,Fall 2015,7,1
-8374439.39003388,4865942.71545501,141,130187N,Bus,UTA,1,Northbound,30187,CITY AV & BALA AV,40.000003,-75.228869,Fall 2015,9,2
-8374099.86558696,4866151.53858533,142,16233N,Bus,UTA,1,Northbound,6233,CITY AV & CONSHOHOCKEN AV -,40.00144,-75.225819,Fall 2015,8,3
-8373787.05781784,4866342.34602561,143,16237N,Bus,UTA,1,Northbound,6237,CITY AV & 47TH ST - FS,40.002753,-75.223009,Fall 2015,15,6
-8373467.57087926,4866537.37158814,144,120587N,Bus,UTA,1,Northbound,20587,CITY AV & BELMONT AV - FS,40.004095,-75.220139,Fall 2015,14,2
-8373203.40972761,4866698.39409227,145,16251N,Bus,UTA,1,Northbound,6251,CITY AV & KINGS GRANT DR - M,40.005203,-75.217766,Fall 2015,14,5
-8372948.26545471,4866856.07660404,146,16234N,Bus,UTA,1,Northbound,6234,CITY AV & DECKER BLVD - FS,40.006288,-75.215474,Fall 2015,2,1
-8372788.41066593,4866950.83264609,147,120550N,Bus,UTA,1,Northbound,20550,CITY AV & MONUMENT RD,40.00694,-75.214038,Fall 2015,13,4
-8372489.51783315,4867133.3713762,148,1699N,Bus,UTA,1,Northbound,699,CITY AV & PRESIDENTIAL BLVD,40.008196,-75.211353,Fall 2015,19,4
-8371960.75025188,4868062.68510733,149,128N,Bus,UTA,1,Northbound,28,WISSAHICKON TRANS CTR - ONSI,40.01459,-75.206603,Fall 2015,64,20
-8371811.47081473,4868019.3713977,150,118394N,Bus,UTA,1,Northbound,18394,RIDGE AV & I-76 RAMP FJ - FS,40.014292,-75.205262,Fall 2015,0,0
-8371616.43906686,4867909.48914392,151,118395N,Bus,UTA,1,Northbound,18395,RIDGE AV & SCHOOL HOUSE LN,40.013536,-75.20351,Fall 2015,24,8
-8371343.92895339,4867713.41920416,152,124116N,Bus,UTA,1,Northbound,24116,RIDGE AV & SCHOOL HOUSE LN -,40.012187,-75.201062,Fall 2015,0,0
-8371130.86344802,4867545.83988837,153,124117N,Bus,UTA,1,Northbound,24117,RIDGE AV & MERRICK RD - MBNS,40.011034,-75.199148,Fall 2015,0,0
-8370964.88608724,4867447.73535807,154,118396N,Bus,UTA,1,Northbound,18396,RIDGE AV & MERRICK RD,40.010359,-75.197657,Fall 2015,1,1
-8370821.72922208,4867373.17656388,155,118397N,Bus,UTA,1,Northbound,18397,RIDGE AV & CALUMET ST,40.009846,-75.196371,Fall 2015,5,3
-8370567.03022715,4867238.88494464,156,1226N,Bus,UTA,1,Northbound,226,RIDGE AV & MIDVALE AV,40.008922,-75.194083,Fall 2015,16,16
-8370314.33498305,4867107.35649528,157,118400N,Bus,UTA,1,Northbound,18400,RIDGE AV & FERRY RD,40.008017,-75.191813,Fall 2015,1,1
-8370180.41763563,4867049.65893017,158,130916N,Bus,UTA,1,Northbound,30916,RIDGE AV & FERRY RD - FS,40.00762,-75.19061,Fall 2015,4,3
-8370014.21763587,4866963.7672067,159,121957N,Bus,UTA,1,Northbound,21957,RIDGE AV & SCOTTS LN - MBNS,40.007029,-75.189117,Fall 2015,1,1
-8369810.7256067,4866836.89297563,160,131617N,Bus,UTA,1,Northbound,31617,ALLEGHENY AV & RIDGE AV - FS,40.006156,-75.187289,Fall 2015,7,3
-8369701.63250572,4866808.11760255,161,122386N,Bus,UTA,1,Northbound,22386,ALLEGHENY AV & 35TH ST,40.005958,-75.186309,Fall 2015,5,4
-8369529.64389245,4866774.69176891,162,115005N,Bus,UTA,1,Northbound,15005,ALLEGHENY AV & 34TH ST,40.005728,-75.184764,Fall 2015,4,2
-8369364.44576811,4866744.89927297,163,115006N,Bus,UTA,1,Northbound,15006,ALLEGHENY AV & 33RD ST,40.005523,-75.18328,Fall 2015,7,3
-8369182.66103964,4866714.9615379,164,115007N,Bus,UTA,1,Northbound,15007,ALLEGHENY AV & 32ND ST,40.005317,-75.181647,Fall 2015,3,3
-8369035.38535332,4866693.88891447,165,124646N,Bus,UTA,1,Northbound,24646,ALLEGHENY AV & NAPA ST,40.005172,-75.180324,Fall 2015,9,9
-8368794.26733627,4866707.69511097,166,116537N,Bus,UTA,1,Northbound,16537,HUNTING PARK AV & HENRY AV -,40.005267,-75.178158,Fall 2015,35,17
-8368647.5482474,4866802.01374626,167,116538N,Bus,UTA,1,Northbound,16538,HUNTING PARK AV & 29TH ST,40.005916,-75.17684,Fall 2015,25,6
-8368377.59848223,4866970.16182716,168,122397N,Bus,UTA,1,Northbound,22397,HUNTING PARK AV & WESTMORELA,40.007073,-75.174415,Fall 2015,4,1
