X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS
-8372133.76523086,4869529.88884994,62,912335S,Bus,Traffic,9,Southbound,12335,RIDGE AV & SEVILLE ST,40.02468365,-75.20815722,Fall 2014,14,13
-8372098.13408825,4869425.09664814,63,916182S,Bus,Traffic,9,Southbound,16182,RIDGE AV & HERMIT ST,40.02396278,-75.20783714,Fall 2014,41,32
-8372171.11514641,4869255.68006076,64,916171S,Bus,Traffic,9,Southbound,16171,RIDGE AV & MITCHELL ST,40.02279734,-75.20849274,Fall 2014,14,3
-8372234.78321598,4869138.48246875,65,912324S,Bus,Traffic,9,Southbound,12324,RIDGE AV & PECHIN ST,40.02199111,-75.20906468,Fall 2014,14,4
-8372332.01188562,4868949.49930811,66,912296S,Bus,Traffic,9,Southbound,12296,RIDGE AV & LAURISTON ST,40.02069103,-75.2099381,Fall 2014,6,3
-8372396.7708862,4868824.82367745,67,917343S,Bus,Traffic,9,Southbound,17343,RIDGE AV & MANAYUNK AV,40.01983333,-75.21051984,Fall 2014,52,15
-8372458.45635563,4868660.55716877,68,931282S,Bus,Traffic,9,Southbound,31282,RIDGE AV & TERRACE ST,40.01870325,-75.21107397,Fall 2014,29,7
-8372466.71180907,4868507.46680181,69,917345S,Bus,Traffic,9,Southbound,17345,RIDGE AV & OSBORN ST - FS,40.01765004,-75.21114813,Fall 2014,20,3
-8372436.21917415,4868404.0691655,70,912261S,Bus,Traffic,9,Southbound,12261,RIDGE AV & OSBORN ST - MBFS,40.01693869,-75.21087421,Fall 2014,29,13
-8372023.13035494,4868120.62839079,71,930596S,Bus,Traffic,9,Southbound,30596,RIDGE AV & LINCOLN DR,40.01498865,-75.20716337,Fall 2014,133,237
-8369353.67115459,4859470.08409978,72,91537S,Bus,Traffic,9,Southbound,1537,30TH ST & MARKET ST - MBNS,39.9554471,-75.18318321,Fall 2014,20,510
-8369176.1343779,4859344.19145703,73,921529S,Bus,Traffic,9,Southbound,21529,MARKET ST & SCHUYLKILL AV,39.9545802,-75.18158837,Fall 2014,15,2
-8367265.44552473,4875931.63555354,74,1815483E,Bus,UTA,18,Eastbound,15483,THOURON AV & UPSAL ST,40.06870709,-75.16442436,Fall 2014,99,32
-8369108.17271557,4859333.03415514,75,930987S,Bus,Traffic,9,Southbound,30987,MARKET ST & SCHUYLKILL AV -,39.95450337,-75.18097786,Fall 2014,0,0
-8368914.39219878,4859303.78242081,76,910285S,Bus,Traffic,9,Southbound,10285,MARKET ST & 24TH ST,39.95430194,-75.1792371,Fall 2014,0,1
-8368786.13656066,4859270.20322639,77,910283S,Bus,Traffic,9,Southbound,10283,MARKET ST & 23RD ST,39.95407071,-75.17808496,Fall 2014,61,79
-8368635.25412284,4859037.62507635,78,96066S,Bus,Traffic,9,Southbound,6066,CHESTNUT ST & 22ND ST - FS,39.95246913,-75.17672956,Fall 2014,34,13
-8368493.08800115,4859014.06667354,79,96065S,Bus,Traffic,9,Southbound,6065,CHESTNUT ST & 21ST ST,39.9523069,-75.17545246,Fall 2014,31,25
-8368290.82271276,4858991.72087654,80,96064S,Bus,Traffic,9,Southbound,6064,CHESTNUT ST & 20TH ST,39.95215302,-75.17363548,Fall 2014,84,56
-8368115.52457103,4858957.72742199,81,914906S,Bus,Traffic,9,Southbound,14906,CHESTNUT ST & 19TH ST,39.95191893,-75.17206075,Fall 2014,112,55
-8367939.10544202,4858932.84485045,82,96062S,Bus,Traffic,9,Southbound,6062,CHESTNUT ST & 18TH ST,39.95174758,-75.17047595,Fall 2014,58,34
-8367762.76646304,4858923.28537076,83,96061S,Bus,Traffic,9,Southbound,6061,CHESTNUT ST & 17TH ST,39.95168175,-75.16889187,Fall 2014,86,84
-8367585.52913577,4858892.48395626,84,914907S,Bus,Traffic,9,Southbound,14907,CHESTNUT ST & 16TH ST,39.95146964,-75.16729972,Fall 2014,77,85
-8367414.18172277,4858873.91253996,85,96060S,Bus,Traffic,9,Southbound,6060,CHESTNUT ST & 15TH ST,39.95134175,-75.16576048,Fall 2014,105,85
-8367226.31227093,4858852.07240133,86,96115S,Bus,Traffic,9,Southbound,6115,CHESTNUT ST & BROAD ST,39.95119135,-75.16407282,Fall 2014,86,142
-8366986.70151978,4858791.70006052,87,96059S,Bus,Traffic,9,Southbound,6059,CHESTNUT ST & 13TH ST,39.9507756,-75.16192036,Fall 2014,49,94
-8366807.64077925,4858761.91408735,88,96058S,Bus,Traffic,9,Southbound,6058,CHESTNUT ST & 12TH ST,39.95057048,-75.16031183,Fall 2014,45,102
-8366636.81768105,4858725.08107858,89,96057S,Bus,Traffic,9,Southbound,6057,CHESTNUT ST & 11TH ST,39.95031683,-75.1587773,Fall 2014,24,119
-8366466.48104902,4858696.71256695,90,914908S,Bus,Traffic,9,Southbound,14908,CHESTNUT ST & 10TH ST,39.95012147,-75.15724714,Fall 2014,26,100
-8366297.42570432,4858664.88666679,91,96114S,Bus,Traffic,9,Southbound,6114,CHESTNUT ST & 9TH ST,39.9499023,-75.15572849,Fall 2014,10,103
-8366122.36689949,4858633.96117266,92,96113S,Bus,Traffic,9,Southbound,6113,CHESTNUT ST & 8TH ST,39.94968933,-75.15415591,Fall 2014,12,131
-8365942.96663452,4858604.04788779,93,96112S,Bus,Traffic,9,Southbound,6112,CHESTNUT ST & 7TH ST,39.94948333,-75.15254433,Fall 2014,6,97
-8365760.13216326,4858584.15705531,94,96111S,Bus,Traffic,9,Southbound,6111,CHESTNUT ST & 6TH ST,39.94934635,-75.1509019,Fall 2014,0,62
-8365458.97286564,4858524.08111659,95,914909S,Bus,Traffic,9,Southbound,14909,CHESTNUT ST & 4TH ST - MBNS,39.94893263,-75.14819654,Fall 2014,0,99
-8365431.97788913,4858323.91870309,96,918095S,Bus,Traffic,9,Southbound,18095,4TH ST & WALNUT ST,39.94755417,-75.14795404,Fall 2014,0,126
-8365486.82054946,4858318.95556984,97,918095N,Bus,Traffic,9,Northbound,18095,4TH ST & WALNUT ST,39.94751999,-75.1484467,Fall 2014,96,0
-8365667.30506627,4858335.33624226,98,914880N,Bus,Traffic,9,Northbound,14880,WALNUT ST & 5TH ST - FS,39.9476328,-75.15006802,Fall 2014,71,2
-8365934.37054344,4858372.00227042,99,914881N,Bus,Traffic,9,Northbound,14881,WALNUT ST & 7TH ST,39.94788531,-75.15246711,Fall 2014,128,2
-8366103.04183589,4858401.6680047,100,914882N,Bus,Traffic,9,Northbound,14882,WALNUT ST & 8TH ST,39.94808961,-75.15398231,Fall 2014,102,6
-8366283.51522075,4858425.91323767,101,914883N,Bus,Traffic,9,Northbound,14883,WALNUT ST & 9TH ST,39.94825658,-75.15560353,Fall 2014,62,3
-8366456.81295124,4858464.93341944,102,914884N,Bus,Traffic,9,Northbound,14884,WALNUT ST & 10TH ST,39.9485253,-75.15716029,Fall 2014,63,7
-8366635.41728185,4858487.86031624,103,914885N,Bus,Traffic,9,Northbound,14885,WALNUT ST & 11TH ST,39.94868319,-75.15876472,Fall 2014,98,23
-8366811.53139546,4858520.51479075,104,914886N,Bus,Traffic,9,Northbound,14886,WALNUT ST & 12TH ST,39.94890807,-75.16034678,Fall 2014,84,20
-8366987.28483391,4858546.75693823,105,914887N,Bus,Traffic,9,Northbound,14887,WALNUT ST & 13TH ST,39.94908879,-75.1619256,Fall 2014,39,10
-8367168.87364007,4858583.39615698,106,9130N,Bus,Traffic,9,Northbound,130,WALNUT ST & BROAD ST - MBNS,39.94934111,-75.16355684,Fall 2014,149,66
-8367420.32099268,4858623.795002,107,914079N,Bus,Traffic,9,Northbound,14079,WALNUT ST & 15TH ST,39.94961932,-75.16581563,Fall 2014,114,37
-8367584.70648474,4858651.56648981,108,914080N,Bus,Traffic,9,Northbound,14080,WALNUT ST & 16TH ST,39.94981057,-75.16729233,Fall 2014,83,50
-8367757.64020049,4858672.4986194,109,914081N,Bus,Traffic,9,Northbound,14081,WALNUT ST & 17TH ST,39.94995472,-75.16884582,Fall 2014,80,40
-8367932.82034357,4858700.26443492,110,914084N,Bus,Traffic,9,Northbound,14084,WALNUT ST & 18TH ST,39.95014593,-75.17041949,Fall 2014,59,47
-8368112.80503587,4858715.1849081,111,914085N,Bus,Traffic,9,Northbound,14085,WALNUT ST & 19TH ST,39.95024868,-75.17203632,Fall 2014,45,63
-8368292.16299943,4858745.72439125,112,914086N,Bus,Traffic,9,Northbound,14086,WALNUT ST & 20TH ST,39.95045899,-75.17364752,Fall 2014,64,33
-8368505.03035612,4858788.52716472,113,914088N,Bus,Traffic,9,Northbound,14088,WALNUT ST & 21ST ST,39.95075375,-75.17555974,Fall 2014,26,33
-8368684.35715023,4858819.4444273,114,914089N,Bus,Traffic,9,Northbound,14089,WALNUT ST & 22ND ST,39.95096666,-75.17717066,Fall 2014,35,24
-8368807.88170999,4858843.506259,115,9131N,Bus,Traffic,9,Northbound,131,WALNUT ST & 23RD ST,39.95113236,-75.1782803,Fall 2014,41,50
-8368997.4387653,4858875.20349114,116,919542N,Bus,Traffic,9,Northbound,19542,WALNUT ST & 24TH ST - MBFS,39.95135064,-75.17998312,Fall 2014,3,2
-8369208.97808046,4859114.8760604,117,920407N,Bus,Traffic,9,Northbound,20407,SCHUYLKILL AV & CHESTNUT ST,39.9530011,-75.18188341,Fall 2014,19,7
-8369100.48610474,4859421.30831701,118,930576N,Bus,Traffic,9,Northbound,30576,SCHUYLKILL AV & JFK BLVD,39.95511123,-75.18090881,Fall 2014,428,47
-8371985.53887609,4868121.02083359,119,92N,Bus,Traffic,9,Northbound,2,RIDGE AV & LINCOLN DR - FS,40.01499135,-75.20682568,Fall 2014,330,125
-8372362.48893581,4868321.85329732,120,914995N,Bus,Traffic,9,Northbound,14995,RIDGE AV & OSBORN ST - MBNS,40.01637306,-75.21021188,Fall 2014,0,0
-8372476.08824978,4868515.64737636,121,912319N,Bus,Traffic,9,Northbound,12319,RIDGE AV & OSBORN ST,40.01770632,-75.21123236,Fall 2014,2,30
-8372415.84325456,4868785.912468,122,912304N,Bus,Traffic,9,Northbound,12304,RIDGE AV & MANAYUNK AV,40.01956564,-75.21069117,Fall 2014,22,63
-8372349.26084072,4868913.7128664,123,917331N,Bus,Traffic,9,Northbound,17331,RIDGE AV & LAURISTON ST,40.02044484,-75.21009305,Fall 2014,6,6
-8372222.77740889,4869154.93333776,124,912323N,Bus,Traffic,9,Northbound,12323,RIDGE AV & PECHIN ST - MBFS,40.02210428,-75.20895683,Fall 2014,1,25
-8372173.82688921,4869231.74124654,125,912312N,Bus,Traffic,9,Northbound,12312,RIDGE AV & MITCHELL ST,40.02263266,-75.2085171,Fall 2014,5,8
-8372104.1119449,4869353.57570123,126,912278N,Bus,Traffic,9,Northbound,12278,RIDGE AV & HERMIT ST,40.02347078,-75.20789084,Fall 2014,15,73
-8372138.58536481,4869510.88321548,127,912336N,Bus,Traffic,9,Northbound,12336,RIDGE AV & SEVILLE ST,40.02455291,-75.20820052,Fall 2014,12,27
-8372177.49597962,4869622.32123876,128,914891N,Bus,Traffic,9,Northbound,14891,RIDGE AV & MARKLE ST,40.02531949,-75.20855006,Fall 2014,4,5
-8372224.95593133,4869741.76619904,129,912295N,Bus,Traffic,9,Northbound,12295,RIDGE AV & KINGSLEY ST,40.02614114,-75.2089764,Fall 2014,10,7
-8372266.04506858,4869843.6891477,130,914892N,Bus,Traffic,9,Northbound,14892,RIDGE AV & WALNUT LN,40.02684225,-75.20934551,Fall 2014,309,88
-8372368.93322114,4870080.15075934,131,914893N,Bus,Traffic,9,Northbound,14893,RIDGE AV & PENSDALE ST,40.0284688,-75.21026977,Fall 2014,27,45
-8372474.47300397,4870281.73235696,132,912331N,Bus,Traffic,9,Northbound,12331,RIDGE AV & ROXBOROUGH AV,40.02985539,-75.21121785,Fall 2014,19,45
-8372562.81281228,4870395.72469057,133,916020N,Bus,Traffic,9,Northbound,16020,RIDGE AV & GERHARD ST,40.03063948,-75.21201142,Fall 2014,13,71
-8372675.3490251,4870531.12763534,134,916021N,Bus,Traffic,9,Northbound,16021,RIDGE AV & MONASTERY AV,40.03157083,-75.21302235,Fall 2014,18,43
-8372824.85221443,4870702.31647322,135,912302N,Bus,Traffic,9,Northbound,12302,RIDGE AV & LYCEUM AV,40.03274831,-75.21436536,Fall 2014,62,83
-8372982.64425305,4870886.27347608,136,912274N,Bus,Traffic,9,Northbound,12274,RIDGE AV & GREEN LN,40.03401359,-75.21578283,Fall 2014,37,76
-8373044.8718484,4870965.52863887,137,912265N,Bus,Traffic,9,Northbound,12265,RIDGE AV & DUPONT ST,40.03455871,-75.21634183,Fall 2014,12,24
-8373150.16561516,4871106.10953658,138,912300N,Bus,Traffic,9,Northbound,12300,RIDGE AV & LEVERINGTON ST,40.03552562,-75.2172877,Fall 2014,43,112
-8373303.46257274,4871257.56216429,139,916064N,Bus,Traffic,9,Northbound,16064,RIDGE AV & HERMITAGE ST,40.03656729,-75.21866479,Fall 2014,8,30
-8373737.26349641,4871485.31031684,140,9604N,Bus,Traffic,9,Northbound,604,RIDGE AV & FOUNTAIN ST,40.03813368,-75.22256169,Fall 2014,15,170
-8373785.16538649,4871471.98019062,141,919477N,Bus,Traffic,9,Northbound,19477,FOUNTAIN ST & RIDGE AV,40.038042,-75.222992,Fall 2014,0,0
-8373868.30434819,4871670.39562064,142,928378N,Bus,Traffic,9,Northbound,28378,RIDGE AV & LEMONTE ST,40.03940662,-75.22373885,Fall 2014,5,64
-8373931.63066692,4871777.8477059,143,916066N,Bus,Traffic,9,Northbound,16066,RIDGE AV & CINNAMINSON ST,40.04014562,-75.22430772,Fall 2014,10,65
-8374057.91595005,4871982.92738694,144,916068N,Bus,Traffic,9,Northbound,16068,RIDGE AV & FAIRTHORNE AV,40.04155603,-75.22544216,Fall 2014,2,37
-8374131.85324264,4872079.13124275,145,915392N,Bus,Traffic,9,Northbound,15392,RIDGE AV & PARKER AV,40.04221765,-75.22610635,Fall 2014,3,34
-8374269.06342061,4872213.84903603,146,916070N,Bus,Traffic,9,Northbound,16070,RIDGE AV & LIVEZEY ST,40.04314413,-75.22733893,Fall 2014,10,59
-8374394.45258184,4872313.58424873,147,916072N,Bus,Traffic,9,Northbound,16072,RIDGE AV & PAOLI AV,40.04383002,-75.22846532,Fall 2014,6,73
-8374674.5702693,4872473.1446449,148,920408N,Bus,Traffic,9,Northbound,20408,RIDGE AV & DOMINO LN - 1,40.04492732,-75.23098166,Fall 2014,21,213
-8374767.06897379,4872530.3808194,149,916073N,Bus,Traffic,9,Northbound,16073,RIDGE AV & DOMINO LN - 2,40.04532093,-75.23181259,Fall 2014,6,41
-8374874.17168227,4872625.03404498,150,916074N,Bus,Traffic,9,Northbound,16074,RIDGE AV & HARMON RD,40.04597185,-75.23277471,Fall 2014,2,18
-8375068.3818923,4872846.86890513,151,912329N,Bus,Traffic,9,Northbound,12329,RIDGE AV & HARMON RD - MBFS,40.04749736,-75.23451933,Fall 2014,0,2
-8375150.22064234,4873002.7834608,152,912346N,Bus,Traffic,9,Northbound,12346,RIDGE AV & WIGARD AV,40.04856953,-75.2352545,Fall 2014,3,53
-8375228.00179695,4873257.50138322,153,916079N,Bus,Traffic,9,Northbound,16079,RIDGE AV & FLAMINGO ST,40.0503211,-75.23595322,Fall 2014,1,15
-8375258.03690876,4873451.8282333,154,916081N,Bus,Traffic,9,Northbound,16081,RIDGE AV & MINERVA ST,40.05165736,-75.23622303,Fall 2014,2,16
-8375257.51927313,4873569.09136465,155,916082N,Bus,Traffic,9,Northbound,16082,RIDGE AV & SHAWMONT AV,40.05246369,-75.23621838,Fall 2014,4,34
-8375243.9271633,4873734.71464899,156,916084N,Bus,Traffic,9,Northbound,16084,RIDGE AV & AURANIA ST,40.05360254,-75.23609628,Fall 2014,1,32
-8375230.71131336,4873906.51001036,157,920409N,Bus,Traffic,9,Northbound,20409,RIDGE AV & EVERGREEN AV,40.05478381,-75.23597756,Fall 2014,0,26
-8375242.17722091,4874180.40096725,158,916347N,Bus,Traffic,9,Northbound,16347,RIDGE AV & SUMMIT AV,40.05666705,-75.23608056,Fall 2014,0,61
-8375376.55654422,4874459.78120626,159,928394N,Bus,Traffic,9,Northbound,28394,RIDGE AV & PORT ROYAL AV - M,40.05858798,-75.23728771,Fall 2014,1,56
-8375453.47831236,4874622.33158783,160,920410N,Bus,Traffic,9,Northbound,20410,RIDGE AV & PORT ROYAL AV,40.0597056,-75.23797871,Fall 2014,0,2
-8375638.25308235,4875184.08773303,161,919281N,Bus,Traffic,9,Northbound,19281,RIDGE AV & CATHEDRAL RD,40.06356783,-75.23963857,Fall 2014,0,229
-8365388.78036072,4857728.31540681,162,12311W,Bus,UTA,12,Westbound,311,PINE ST & 3RD ST,39.94345226,-75.14756599,Fall 2014,109,0
-8365390.3366072,4857906.80199893,163,1225095W,Bus,UTA,12,Westbound,25095,SPRUCE ST & 3RD ST - FS,39.94468152,-75.14757997,Fall 2014,62,11
-8365493.94944965,4857939.16997102,164,1222139W,Bus,UTA,12,Westbound,22139,SPRUCE ST & 4TH ST,39.94490444,-75.14851074,Fall 2014,27,3
-8365651.14592899,4857978.17372079,165,1222140W,Bus,UTA,12,Westbound,22140,SPRUCE ST & 5TH ST,39.94517306,-75.14992286,Fall 2014,49,3
-8365812.38887182,4858030.00326486,166,1225096W,Bus,UTA,12,Westbound,25096,SPRUCE ST & 6TH ST,39.94553001,-75.15137133,Fall 2014,8,2
-8365960.10315693,4858093.82679397,167,1225097W,Bus,UTA,12,Westbound,25097,SPRUCE ST & 7TH ST,39.94596956,-75.15269827,Fall 2014,23,1
